die_number,dimension1,dimension2,dimension3,dimension4,wt_kg_p_mt,die_diagram
70501,35,18,5,0,0.615,die_profile_images/.net_data/3324643f-3c57-4dc9-86b8-f5f5ec320f51_70501.jpg
70502,32,12,0,0,0.826,die_profile_images/.net_data/7083c686-0a2c-430e-a1ab-4db35039a5f9_70502.jpg
70503,35,8,0,0,0.599,die_profile_images/.net_data/d03144b2-8c9b-4d51-be59-eb31bb92489c_70503.jpg
70504,23,18.7,0,0,0.463,die_profile_images/2021/04/05/033121/70504.jpg
70505,26.81,21.39,0,0,0.519,die_profile_images/2021/05/08/033632/70505.jpg
70506,27.64,3.03,0,0,0.176,die_profile_images/2021/05/08/033816/70506.jpg
70507,34,18,0,0,0.704,die_profile_images/2021/05/08/033948/70507.jpg
70508,18,8.2,0,0,0.274,die_profile_images/2021/05/08/034159/70508.jpg
70509,49,18,2,0,0.608,die_profile_images/2021/06/13/123114/70509.jpg
70510,42,18,2,0,0.618,die_profile_images/2021/06/13/123612/70510.jpg
70511,42,18,2,0,0.467,die_profile_images/2021/06/13/123757/70511.jpg
70512,22.1,21.16,0,0,0.808,die_profile_images/2021/08/16/121700/70512.jpg
70513,30,26,8,0,0.766,die_profile_images/2024/06/02/022003/70513.jpg
70514,58,22,1,0,0.849,die_profile_images/2024/06/02/022232/70514.jpg
70515,52.5,15,2.25,0,0.565,die_profile_images/2024/06/02/051509/70515.jpg
70516,26,15.7,0,0,0.726,die_profile_images/2024/06/02/051754/70516.jpg
70517,30,16,0,0,0.55,die_profile_images/2024/06/02/052418/70517.jpg
70751,40,18,2,0,0.389,die_profile_images/2021/11/15/043040/70751.jpg
70752,50,24.5,1.8,0,0.398,die_profile_images/2021/11/15/043548/70752.jpg
70753,22.5,20.41,7.5,0,0.379,die_profile_images/2021/11/15/043723/70753.jpg
70754,34,15,1.45,0,0.493,die_profile_images/2023/07/07/114033/70754.jpg
70755,24,14,1.45,0,0.442,die_profile_images/2023/07/07/114230/70755.jpg
70756,40,16,1.5,0,0.419,die_profile_images/2023/07/07/114347/70756.jpg
70757,33,15,0.6,0,1.757,die_profile_images/2024/11/25/121534/70757.jpg
71001,84,50.5,1.2,0,1.02,die_profile_images/.net_data/f39fa235-e35d-45bd-b333-a90c5325ba9a_71001.jpg
71001,84,50.5,1.2,0,1.02,die_profile_images/.net_data/9a61001f-9f53-47cc-ab9d-ba934249520c_71001.jpg
71002,55,26.5,1,0,0.563,die_profile_images/.net_data/8eb7cb95-e7d0-4acb-9bb1-6249fd80f5fa_71002.jpg
71003,84,68.5,1.2,0,1.159,die_profile_images/.net_data/3be0399d-8379-44b3-ad67-c5bb3b4656ac_71003.jpg
71004,38,32,1.1,0,0.522,die_profile_images/.net_data/14c33110-c995-4a1f-abdf-0f2597ceb604_71004.jpg
71005,85,64,1.5,0,1.29,die_profile_images/.net_data/09dcb7b6-e178-4dcc-a637-92dc116810cb_71005.jpg
71006,85,64,1.5,0,1.09,die_profile_images/.net_data/22e21ea9-66d7-46cd-b144-d1d9f1bd8f61_71006.jpg
71006,85.5,40,1.5,0,1.09,die_profile_images/.net_data/c64ee827-050b-498f-993e-6f4e8495c4f1_71006.jpg
71007,69.3,35.2,1.4,0,0.911,die_profile_images/.net_data/22535664-b9d7-45a2-a184-78da22b74c16_71007.jpg
71008,20,20,1.6,0,0.411,die_profile_images/.net_data/9bc75a14-5925-4392-aec4-ffc897b7adce_71008.jpg
71009,30,30,1.9,0,0.785,die_profile_images/.net_data/7f53c23d-1dc6-4f4b-9726-ca98cc70d0f8_71009.jpg
71010,82,25.2,2.8,0,1.61,die_profile_images/.net_data/4c43de8f-0c09-4350-ba45-d23240073463_71010.jpg
71011,52.7,40,3.9,0,1.51,die_profile_images/.net_data/de2378d6-fecf-4e7f-8f8d-8861b5f7ec75_71011.jpg
71012,54,10.9,2.8,0,0.5,die_profile_images/.net_data/46514444-e5d3-4286-90a7-374d6cf9dd94_71012.jpg
71013,38.9,10.7,2.8,0,0.39,die_profile_images/.net_data/56cdd1eb-c28b-4e4a-a31d-4c836d68f36c_71013.jpg
71014,40,24,2.4,0,0.506,die_profile_images/.net_data/bc7bb2c7-2376-40bb-8f07-ceaf3d1ed181_71014.jpg
71015,34,4.5,1.8,0,0.153,die_profile_images/.net_data/1014b5f0-fbb4-4d92-9933-dbc033e65d3a_71015.jpg
71016,91.8,66,4,0,2.65,die_profile_images/.net_data/6c7ade30-00d1-4416-b03d-6eda7b837a55_71016.jpg
71017,95,45,2.9,0,1.87,die_profile_images/.net_data/c592010b-d30b-4464-a784-614d4c328462_71017.jpg
71018,35,20.7,1,0,0.27,die_profile_images/.net_data/7fd9e60c-aaf4-40b4-93f9-48dd03cb10a3_71018.jpg
71019,50,23,1,0,0.445,die_profile_images/.net_data/a4979a78-9519-492e-8362-4e0e2a92d24e_71019.jpg
71020,84,30,1.2,0,0.622,die_profile_images/.net_data/48c6a618-6895-4f6c-bc33-7ffc1570851f_71020.jpg
71021,42,33,3,0,0.799,die_profile_images/.net_data/57fa32ca-329a-4868-b8d5-62a0b7ef3c92_71021.jpg
71022,22.8,35,2.9,0,0.522,die_profile_images/.net_data/ca18597d-f4d1-4853-a526-6f8db6ccff0e_71022.jpg
71023,37.8,13,4,0,0.494,die_profile_images/.net_data/60c13673-40e7-437e-9dac-14cb86fc1de1_71023.jpg
71024,84.1,50.56,1.25,0,0.934,die_profile_images/.net_data/f4b1700d-2a0e-47fb-b16a-ae2bad5806c1_71024.jpg
71025,55.1,26.5,1.2,0,0.553,die_profile_images/.net_data/1c11d5ed-3268-485b-93cc-9be45c8b26cc_71025.jpg
71026,35,16,0.95,0,0.281,die_profile_images/.net_data/ef76df05-6d36-4c4f-97a8-0b599989f38b_71026.jpg
71027,52,22.2,1.25,0,0.5,die_profile_images/.net_data/5bc9644b-d4a8-4dc3-b7ab-57a21c1c16ce_71027.jpg
71028,84.1,71,1.2,0,0.411,die_profile_images/.net_data/5cc1382a-f729-443e-bd8d-fbf97476d1d0_71028.jpg
71029,55,120,2.5,0,5.207,die_profile_images/.net_data/3208aa4d-96db-4122-85ef-c0533a8d85a5_71029.jpg
71030,99.9,33.66,1.2,0,1.225,die_profile_images/.net_data/e159bc3f-1410-4faf-ac87-63863308e002_71030.jpg
71031,99.8,33.66,1.2,0,1.285,die_profile_images/.net_data/b16d8ce5-4970-44f7-ab29-0b375000922b_71031.jpg
71032,70.7,18.3,1.3,0,0.498,die_profile_images/.net_data/a8afab55-886f-4d33-a894-e2eb1ad367fa_71032.jpg
71033,40.6,14,1.4,0,0.432,die_profile_images/.net_data/9a5e000c-9422-477e-bbd8-bdbbc2ad43b0_71033.jpg
71034,46,33,3,0,0.832,die_profile_images/.net_data/6119e66a-0b54-4cf1-851b-0f2790f53338_71034.jpg
71035,40.5,20.9,4.5,0,0.607,die_profile_images/.net_data/c3163824-b847-4bc7-a45e-a814c969a561_71035.jpg
71036,5.2,2,0,0,0.028,die_profile_images/.net_data/bda42737-531b-4f4b-8fcd-9ffa236c9112_71036.jpg
71037,40.7,12.4,1.8,0,0.36,die_profile_images/.net_data/30ed2fe6-c0d0-4b83-a24f-80de07b154da_71037.jpg
71038,80.44,12.8,3.8,0,0.833,die_profile_images/.net_data/8bbab6b6-5fbd-4f88-b173-83ff0592554d_71038.jpg
71039,55.6,14.4,1.3,0,0.42,die_profile_images/.net_data/5a28f804-4acf-4d47-a1c6-968394e95031_71039.jpg
71040,68,35,1.4,0,0.792,die_profile_images/.net_data/9f51d846-8b85-4db5-940d-d689d804cd63_71040.jpg
71041,22.8,31.8,2.9,0,0.497,die_profile_images/.net_data/1fe86d7d-b050-4144-b369-b523edd5160c_71022.jpg
71042,49.9,21.3,1.7,0,0.677,die_profile_images/.net_data/a4073afb-ed22-4409-9ec3-ab8a8a6b4063_71042.jpg
71043,42,42,2,0,0.911,die_profile_images/.net_data/6992acd0-5d30-4df7-b92b-c7e3c0792417_71043.jpg
71044,37.45,11,1.5,0,0.198,die_profile_images/.net_data/0a7f45de-e2c0-4147-9536-28f041440833_71044.jpg
71045,52.9,14,2,0,0.971,die_profile_images/.net_data/e32dd449-4b75-48ae-84a7-ad76182ab2f8_71045.jpg
71046,96,96,3.5,0,6.148,die_profile_images/.net_data/4abc8061-a36b-40cf-9082-82f24cdc0afb_71046.jpg
71047,110.4,85.2,2,0,3.739,die_profile_images/.net_data/2f9d3816-0713-4797-b53c-1581d0c23c0c_71047.jpg
71048,12,28.58,1.75,0,0.211,die_profile_images/.net_data/f1b8d0aa-a849-4ba1-be5b-2b59073a584b_71048.jpg
71049,75,3.7,1.5,0,0.319,die_profile_images/.net_data/977d5250-860e-49e6-ba39-d234699990f4_71049.jpg
71050,68.03,35,1.4,0,0.95,die_profile_images/.net_data/141ac433-def5-44fb-88e1-d6d33471785f_71050.jpg
71051,59,24,1.8,0,1.308,die_profile_images/.net_data/0a8d83ef-29c2-41d3-beca-5377e70a33d7_71051.jpg
71052,16,16,1,0,0.162,die_profile_images/.net_data/05f9e332-780a-4356-874b-6ef37a305e81_71052.jpg
71053,63.5,30.9,1.1,0,0.555,die_profile_images/.net_data/1b8f8edc-f8fe-4524-a585-dcac8ebf95d2_71053.jpg
71054,65,26,1.2,0,0.654,die_profile_images/.net_data/254e190a-0a76-4311-bc4e-986efe562985_71054.jpg
71055,70,20,1.2,0,0.7,die_profile_images/.net_data/5da39327-25b5-4073-b32f-639439a446fa_71055.jpg
71056,49.56,20,1.2,0,0.452,die_profile_images/.net_data/c35e15ca-9dee-4ce8-bf98-7a11f3e33e0a_71056.jpg
71057,105,50,1.25,0,1.278,die_profile_images/.net_data/292bad2e-bf62-4dca-8c7d-163a9c60a3a8_71057.jpg
71058,104.8,70.16,1.25,0,1.337,die_profile_images/.net_data/ccf49968-3f01-48c5-b563-fbb1f46c8366_71058.jpg
71059,69.44,37.8,1.4,0,0.779,die_profile_images/.net_data/3302b9bb-35b6-4ac1-8575-885bc5ce7597_71059.jpg
71060,23.17,21.26,1.2,0,0.142,die_profile_images/.net_data/4cdd393d-43ba-40fd-96f1-c54648e80867_71060.jpg
71061,98,48,1.5,0,1.141,die_profile_images/.net_data/5ed51e16-07f6-4cdb-a473-2aebb3c5f9cf_71061.jpg
71062,97.5,66,1.3,0,1.406,die_profile_images/.net_data/cbe46026-7c31-411b-8b79-17426e5dc670_71062.jpg
71063,75.75,35.2,1.4,0,0.879,die_profile_images/.net_data/9d90d74d-edc4-449e-b8c2-e9f6fbc93ef5_71063.jpg
71064,99.8,68.32,1.2,0,1.406,die_profile_images/.net_data/0b4267cd-d718-4d7b-bf03-d321cfe2faaa_71064.jpg
71065,18,24.6,1,0,0.188,die_profile_images/.net_data/3125f802-030c-47ac-bab2-ccff3518c71a_71065.jpg
71066,29,14,2,0,0.396,die_profile_images/.net_data/99aaef75-0535-497d-b35f-1360ee8b2242_71066.jpg
71067,86,46,1.4,0,1.097,die_profile_images/.net_data/7e8089b2-5e9a-45be-8829-d15b46b6c42a_71067.jpg
71068,100,69.7,1.2,0,1.346,die_profile_images/2021/04/04/102448/71068.jpg
71069,100,50.9,1.2,0,1.127,die_profile_images/2021/04/04/102615/71069.jpg
71070,68.35,35,1.2,0,0.767,die_profile_images/2021/04/04/102752/71070.jpg
71071,83.85,45.4,1.5,0,1.038,die_profile_images/2021/05/09/121053/71071.jpg
71072,83,60.84,1.3,0,1.106,die_profile_images/2021/05/09/121205/71072.jpg
71073,57.54,28,1.4,0,0.692,die_profile_images/2021/05/09/121324/71073.jpg
71074,34,32.5,12,0,2.365,die_profile_images/2021/07/26/060541/71074.jpg
71075,50.75,21.8,1.2,0,0.475,die_profile_images/2021/08/16/105633/71075.jpg
71076,20.7,9.7,1.1,0,0.387,die_profile_images/2022/05/16/123901/71076.jpg
71077,77,50.5,1.9,0,1.65,die_profile_images/2022/05/16/124100/71077.jpg
71078,100.5,50.5,105,0,1.801,die_profile_images/2022/07/04/041910/71078.jpg
71079,27.18,24.2,20.54,1.15,0.402,die_profile_images/2022/07/04/042421/71079.jpg
71080,30.02,26,33.72,1.2,0.532,die_profile_images/2022/07/04/043059/71080.jpg
71081,65,28.82,1.4,0,0.798,die_profile_images/2022/07/04/043927/71081.jpg
71082,17.6,13,1,0,0.163,die_profile_images/2022/07/26/025509/71082.jpg
71083,64.7,47.5,50.5,1.2,1.087,die_profile_images/2022/07/04/044315/71083.jpg
71084,17.2,13,1.2,0,0.182,die_profile_images/2022/07/04/044619/71084.jpg
71085,38.2,33.2,1.2,0,0.338,die_profile_images/2022/07/04/044750/71085.jpg
71086,16,13,1.2,0,0.16,die_profile_images/2022/07/04/044934/71086.jpg
71087,50.59,47.2,50.2,1.1,1.101,die_profile_images/2022/07/04/045114/71087.jpg
71088,65,28.82,1.4,0,0.953,die_profile_images/2022/07/04/045222/71088.jpg
71089,87.8,48,1.5,0,1.552,die_profile_images/2022/07/26/125257/71089.jpg
71090,85.8,47.15,1.6,0,1.824,die_profile_images/2022/07/26/125429/71090.jpg
71091,62,29,1.4,0,0.715,die_profile_images/2022/08/13/095211/71091.jpg
71092,22,16,1,0,0.213,die_profile_images/2022/08/24/114703/71092JPG.jpg
71093,50.2,48,1.6,0,1.046,die_profile_images/2022/08/18/033721/71087.jpg
71094,50.95,35,1.2,0,0.653,die_profile_images/2022/10/03/042453/71094.jpg
71095,69.7,35,1.2,0,0.794,die_profile_images/2022/10/03/042257/71095.jpg
71096,108,44.6,4,0,2.085,die_profile_images/2023/07/08/115528/71096.jpg
71097,42,24,4,0,0.874,die_profile_images/2023/07/08/115849/71097.jpg
71106,73.2,50,1.7,0,1.081,die_profile_images/2024/03/24/122738/71106.jpg
71107,96.3,58,1.4,0,1.406,die_profile_images/2024/03/24/122151/71107.jpg
71108,74.9,58,1.4,0,1.391,die_profile_images/2024/03/24/122455/71108.jpg
71109,40.2,37.52,1.55,0,0.443,die_profile_images/2023/07/06/043230/71109.jpg
71111,60,25,1.1,0,0.599,die_profile_images/2024/06/01/035624/71111.jpg
71112,60,25,1.1,0,0.557,die_profile_images/2023/07/06/103857/71112.jpg
71113,13.5,9.5,1.5,0,0.106,die_profile_images/2023/07/06/044946/71113.jpg
71114,48.6,16,5,0,0.95,die_profile_images/2023/10/13/054944/71114.jpg
71115,21,7,1.65,0,0.245,die_profile_images/2023/12/30/105522/71115.jpg
71116,24.7,27.2,2.55,0,0.996,die_profile_images/2023/12/30/110237/71116.jpg
71117,124.04,6.8,1.2,0,0.643,die_profile_images/2023/12/30/110628/71117.jpg
71118,17.5,11.5,1,0,0.54,die_profile_images/2023/12/30/110848/71118.jpg
71119,52,14,2,0,1.206,die_profile_images/2023/12/30/111026/71119.jpg
71120,26,9,2.65,0,0.41,die_profile_images/2024/01/17/101957/71120.jpg
71121,26,9,2.65,0,0.42,die_profile_images/2024/01/17/102115/71121.jpg
71122,26,8,2.15,0,0.383,die_profile_images/2024/01/17/103745/71122.jpg
71123,41.4,12,3,0,0.814,die_profile_images/2024/01/17/103847/71123.jpg
71124,19.6,21.9,2.7,0,0.3,die_profile_images/2024/02/06/032416/71124.jpg
71125,24.1,21.9,2.7,0,0.33,die_profile_images/2024/02/06/032601/71125.jpg
71126,53.37,31.53,2.86,0,0.76,die_profile_images/2024/07/13/054332/71126.jpg
71127,53.73,28.9,2.8,0,0.669,die_profile_images/2024/07/13/054519/71127.jpg
71128,49.97,13.89,5,0,0.838,die_profile_images/2024/02/10/105342/71128.jpg
71129,53.16,13.89,0,0,0.854,die_profile_images/2024/02/10/105440/71129.jpg
71130,51.8,10.65,4.5,0,0.718,die_profile_images/2024/02/06/032727/71130.jpg
71131,54.62,10,3.5,0,0.688,die_profile_images/2024/02/06/034005/71131.jpg
71132,26,16.3,1.5,0,0.26,die_profile_images/2024/02/10/105743/71132.jpg
71133,51.8,24.3,14,0,2.437,die_profile_images/2024/02/06/033730/71133.jpg
71134,125,27.7,2.2,0,2,die_profile_images/2024/05/04/094436/71134.jpg
71135,14.8,16.5,1.25,0,0.096,die_profile_images/2024/03/08/022405/71135.jpg
71136,12.7,1.2,0,0,0.076,die_profile_images/2024/03/08/022707/71136.jpg
71137,19,25,1.7,0,0.157,die_profile_images/2024/08/08/103652/71137.jpg
71138,20.51,62,3.5,0,0.734,die_profile_images/2024/03/23/102254/71138.jpg
71139,77,64,4,0,1.708,die_profile_images/2024/04/10/114351/71139.jpg
71140,99.9,8,0.5,0,0.318,die_profile_images/2024/06/06/054957/71140.jpg
71141,52.5,53.4,3.5,0,1.38,die_profile_images/2024/06/02/024357/71141.jpg
71142,52,57.6,3.51,0,1.21,die_profile_images/2024/06/02/025729/71142.jpg
71143,50.49,35,1.22,0,0.745,die_profile_images/2024/05/16/035951/71143.jpg
71144,38,35.6,3,0,0.616,die_profile_images/2024/08/17/032435/71144.jpg
71145,35.5,28.6,3,0,0.57,die_profile_images/2024/08/17/032644/71145.jpg
71146,66.33,32,1.1,0,0.652,die_profile_images/2025/01/02/094413/71146.jpg
71147,20,16.9,1.45,0,0.211,die_profile_images/2025/01/18/044954/71147.jpg
71148,20,16.9,1.45,0,0.266,die_profile_images/2025/01/18/045109/71148.jpg
72001,78,24.4,2,0,1.192,die_profile_images/.net_data/72001.jpg
72002,87.5,41.8,7,0,3.628,die_profile_images/.net_data/64c6f205-7fb5-4f01-a1fa-7706c6588aaa_72002.jpg
72003,59.2,16.3,1.2,0,0.298,die_profile_images/.net_data/72003.jpg
72004,46.2,80,2,0,1.6,die_profile_images/.net_data/8ff7f344-189d-41bd-96cd-b6d71144cf0a_72004.jpg
72005,40,28.4,1.8,0,0.508,die_profile_images/.net_data/72005.jpg
72006,37,24.4,1.8,0,0.465,die_profile_images/.net_data/72006.jpg
72007,80,40,1.5,0,1,die_profile_images/.net_data/72007.jpg
72008,80,70,1.6,0,1.624,die_profile_images/.net_data/72008.jpg
72009,80,45,1.6,0,1.449,die_profile_images/.net_data/72009.jpg
72010,31.2,8.8,2.2,0,0.213,die_profile_images/.net_data/72010.jpg
72011,37.7,8.8,2.2,0,0.254,die_profile_images/.net_data/72011.jpg
72024,114,40,1.6,0,1.699,die_profile_images/.net_data/d3f3fcc6-6b25-4fd4-9d5a-a2ccce5c9f58_72024.jpg
72025,119,45,1.6,0,1.957,die_profile_images/.net_data/c40f029d-e453-4cd1-b2c7-0f3a6f7d623e_72024.jpg
72026,38.8,26.8,2.5,0,0.845,die_profile_images/.net_data/72026.jpg
72028,52.9,44.3,1.8,0,0.845,die_profile_images/.net_data/72028.jpg
72029,64.7,54.9,1.8,0,1.207,die_profile_images/.net_data/72029.jpg
72030,102.5,47,2.5,0,2.843,die_profile_images/.net_data/72030.jpg
72031,37.6,77.3,3.5,0,2.402,die_profile_images/.net_data/72031.jpg
72032,69,31.2,1.2,0,0.427,die_profile_images/.net_data/72032.jpg
72033,73.3,56,2,0,2.1,die_profile_images/.net_data/72033.jpg
72034,37.6,70,1.8,0,0.85,die_profile_images/.net_data/72034.jpg
72037,60,50,1.5,0,0.887,die_profile_images/.net_data/d321bf20-27ca-4a95-9b2b-d159887d8ea3_72037.jpg
72046,76.5,33,3,0,1.82,die_profile_images/.net_data/21ca65cb-66d6-46a3-aca1-c0f25eae7e19_72046.jpg
72047,109.6,22.6,3,0,2.035,die_profile_images/.net_data/73ffee1b-ed82-4eff-b753-01c181cee1f9_72047.jpg
72501,50,100,2,0,2.231,die_profile_images/2022/03/24/021943/72501.jpg
72502,50,99,1.8,0,1.645,die_profile_images/2022/03/24/022648/72502.jpg
72503,70.24,42.5,1.25,0,1.043,die_profile_images/2023/03/03/034020/72503.jpg
72504,63,25.52,1.2,0,0.859,die_profile_images/2023/03/03/034507/72504.jpg
72505,39.32,34.24,1.2,0,0.385,die_profile_images/2023/12/04/113535/72505.jpg
72506,65,14.96,1.2,0,0.67,die_profile_images/2023/03/03/034816/72506.jpg
72507,17.41,13,1,0,0.159,die_profile_images/2023/03/03/034919/72507.jpg
72601,45.75,39.85,1.2,0,0.676,die_profile_images/2022/07/06/124037/72601.jpg
72602,45.75,54.2,1.2,0,0.676,die_profile_images/2022/07/06/124133/72602.jpg
72603,45.75,39,1.2,0,0.583,die_profile_images/2022/07/06/124228/72603.jpg
72604,45.75,67.91,1.2,0,0.793,die_profile_images/2022/07/06/124525/72604.jpg
72605,32.24,18.38,1.2,0,0.221,die_profile_images/2022/10/03/024433/72605.jpg
72606,45.75,52.95,1.2,0,0.694,die_profile_images/2022/07/06/124829/72606.jpg
72607,48.49,40.05,1.2,0,0.603,die_profile_images/2022/10/03/031329/72607_JPG.jpg
72801,65,28,2,0,0.915,die_profile_images/2023/03/03/041923/72801.jpg
72802,58.5,31.3,1.4,0,0.947,die_profile_images/2023/03/03/042119/72802.jpg
72803,84,48.49,0,0,1.01,die_profile_images/2023/03/03/042328/72803.jpg
72804,123.4,22.6,0,0,1.353,die_profile_images/2023/03/03/042459/72804.jpg
72805,120.1,47.1,1.4,0,2.456,die_profile_images/2023/03/03/042659/72805.jpg
72806,80.7,42.8,1.4,0,1.462,die_profile_images/2023/03/03/042959/72806.jpg
72807,66.91,28,1.3,0,0.991,die_profile_images/2023/03/03/043325/72807.jpg
72808,50,35,2,0,0.925,die_profile_images/2023/12/26/093745/72808.jpg
72809,45,40,2,0,1.248,die_profile_images/2023/12/25/054919/72809.jpg
72810,65,27,1.4,0,0.87,die_profile_images/2023/12/20/034654/72811.jpg
72811,58.5,31.3,1.4,0,0.858,die_profile_images/2023/12/25/055041/72811.jpg
72812,89.91,28,1.3,0,0.855,die_profile_images/2023/12/25/055400/72812.jpg
72813,37.45,23,1.4,0,0.681,die_profile_images/2023/12/25/055509/72813.jpg
72814,37.45,23,2,0,0.744,die_profile_images/2023/12/25/055746/72814.jpg
72815,40.9,22.5,1.5,0,0.627,die_profile_images/2023/12/25/055914/72815.jpg
72816,58,42.1,1.3,0,1.067,die_profile_images/2023/12/29/105142/72816.jpg
72817,101,42.1,1.3,0,1.637,die_profile_images/2023/12/29/105324/72817.jpg
72818,50,28,2,0,0.697,die_profile_images/2024/02/10/023516/72818.jpg
72819,45,45,2.3,0,0.898,die_profile_images/2024/02/10/024214/72819.jpg
72820,74.45,46.4,1.4,0,1.288,die_profile_images/2024/11/13/054519/72820.jpg
72821,73,56.47,1.8,0,1.822,die_profile_images/2025/01/02/102908/72821.jpg
72822,73,55,2,0,1.233,die_profile_images/2025/01/02/105138/72822.jpg
72823,70.6,26.6,1.6,0,0.935,die_profile_images/2025/01/02/105740/72823.jpg
72824,63,65,1.8,0,1.662,die_profile_images/2025/01/02/110455/72824.jpg
72825,65,28,1.8,0,1.165,die_profile_images/2025/01/02/110656/72825.jpg
72826,73,36.15,1.8,0,1.197,die_profile_images/2025/01/02/111036/72826.jpg
72827,42.5,65,1.8,0,1.53,die_profile_images/2025/01/02/111341/72827.jpg
72828,68.3,32.99,1.4,0,0.584,die_profile_images/2025/01/02/111657/72828.jpg
72829,27.8,14.8,1.2,0,0.193,die_profile_images/2025/01/02/111944/72829.jpg
72830,114,46.4,1.2,0,1.706,die_profile_images/2025/02/27/025827/72830.jpg
73001,47.77,10,2.2,0,0.383,die_profile_images/.net_data/bd87b143-af4a-41b5-b554-ed359cf6edd5_73001.jpg
73002,52,18.3,1.3,0,0.328,die_profile_images/.net_data/f45bcf0d-6b0a-4b76-a317-75a01e2237e2_73002.jpg
73003,52,110,2,0,1.978,die_profile_images/.net_data/3de364b9-3fb8-428b-bc70-54f3213094db_73003.jpg
73004,60,131,2,0,2.769,die_profile_images/.net_data/1ed996ae-2151-48eb-82ab-13f2b69b5d63_73004.jpg
73005,60,131,2,0,2.27,die_profile_images/.net_data/b569f253-0c20-450d-b9ef-d10992df4174_73005.jpg
73006,57.35,22.5,1.5,0,0.679,die_profile_images/.net_data/c47507a0-586b-4efe-96b6-98b4c4e1c576_73006.jpg
73007,18.15,16.68,3,0,0.253,die_profile_images/.net_data/d66692b8-d916-4ce5-8c0f-f6978951f8b7_73007.jpg
73008,132,70,2,0,2.39,die_profile_images/.net_data/48985299-85cd-44f9-8157-564a3c8753c0_73008.jpg
73009,72,108.25,2.5,0,1.609,die_profile_images/.net_data/2c38030b-26d4-435c-a5b6-0fe3e30d9c2d_73009.jpg
73010,27.9,55.74,2,0,0.519,die_profile_images/.net_data/9241d9d5-d524-4f47-a091-258622884c9e_73010.jpg
73011,78.54,61.57,2,0,1.19,die_profile_images/.net_data/77a52f47-6689-4830-b0a4-9ea72db15cfc_73011.jpg
73012,97,49.1,1.6,0,2.03,die_profile_images/.net_data/993f9325-02fd-4be5-8b47-10cd866f057c_73012.jpg
73013,65.8,26,1.4,0,0.851,die_profile_images/.net_data/d058a57b-0df7-4789-add0-7e2512f59808_73013.jpg
73014,38,29.7,1.4,0,0.325,die_profile_images/.net_data/63d4cda5-2699-4135-8690-d9567d36a038_73014.jpg
73015,65.8,26,1.3,0,0.818,die_profile_images/.net_data/9cf52a50-779b-42a6-98a6-2c1cb6e45f00_73015.jpg
73016,14.18,6.8,1.6,0,0.084,die_profile_images/.net_data/fb496137-cd79-4df3-abfb-9a0f134c8909_73016.jpg
73017,15.2,40.7,1.4,0,0.541,die_profile_images/2022/03/05/112028/73017.jpg
73018,28.45,24.92,1.2,0,0.226,die_profile_images/.net_data/dbdded6f-bdf3-469b-b211-8ea678be1cde_73018.jpg
73019,60,60,6,0,1.626,die_profile_images/.net_data/a2c70e6f-813f-4394-b5ea-6062b4b30692_73019.jpg
73020,37.1,20,1.5,0,0.483,die_profile_images/.net_data/17cd8814-1593-497b-8b19-df614280f1c5_73020.jpg
73021,29.5,9,2.1,0,0.184,die_profile_images/.net_data/ac8294fb-cd41-4a7c-8c78-40449994038b_73021.jpg
73022,60,77.5,2,0,1.707,die_profile_images/.net_data/6a75a0f6-0bd1-4a53-8dc5-b294daf5857b_73022.jpg
73023,44,23,1.7,0,0.633,die_profile_images/.net_data/a877b425-caef-4ad9-ac31-e416062edbab_73023.jpg
73024,71.2,39.5,1.8,0,1.112,die_profile_images/.net_data/00ca6ab5-373a-40b9-a933-1871ed7b00f1_73024.jpg
73025,78.3,39,1.8,0,1.278,die_profile_images/.net_data/35fc77b5-171a-4b0c-a75f-4822decbe338_73025.jpg
73026,65,10.75,2,0,0.415,die_profile_images/.net_data/58e5b8ab-7274-4a71-a2c3-e6cad3a0990f_73026.jpg
73501,75,25,1.5,0,0.964,die_profile_images/.net_data/bb0a5534-65c0-4aac-94f9-23620b48c873_Chiniwala-Model.jpg
73502,50.4,31,1.3,0,0.402,die_profile_images/2021/05/01/025223/73502.jpg
73601,34.99,37.01,2.44,0,0.86,die_profile_images/2024/04/10/104702/73601.jpg
73602,68.04,16.48,1,0,0.272,die_profile_images/2024/04/10/104958/73602.jpg
73603,44.98,16.05,2.08,0,0.654,die_profile_images/2024/04/10/105218/73603.jpg
73604,41.98,20.2,1.9,0,0.66,die_profile_images/2024/04/10/105357/73604.jpg
73605,45,28.02,2,0,0.85,die_profile_images/2024/04/10/105528/73605.jpg
73606,71.98,32.05,1.9,0,0.82,die_profile_images/2024/04/10/105803/73606.jpg
73607,44.98,16.06,1.98,0,0.701,die_profile_images/2024/04/10/105939/73607.jpg
73608,52.63,20.2,2,0,0.72,die_profile_images/2024/04/10/110533/73608.jpg
73609,54,16.05,1.98,0,0.74,die_profile_images/2024/04/10/110631/73609.jpg
74001,115.5,45,1.3,0,1.92,die_profile_images/.net_data/49d699e6-4e42-4c43-8bd1-49e16a38aa9f_74001.jpg
74002,72.43,45,1.3,0,1.393,die_profile_images/.net_data/fa0d0c8f-7de2-453f-bb8a-6751169400d0_74002.jpg
74003,65,27,1.3,0,0.905,die_profile_images/.net_data/e2105a7a-3d8c-4fbc-943e-58ba5d234e36_74003.jpg
